,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),Lambda kF (MeV),Sigma_0 kF (MeV),Neutron frac,Proton frac,electron frac,Lambda frac,Sigma_0 frac
148,1.75000000,34.76794948,-11.91165080,29.26213915,-0.00000000,380.13401723,181.56764241,181.56764241,0.00000000,0.00000000,0.90173801,0.09826199,0.09826199,0.00000000,0.00000000
149,1.76000000,34.90353018,-11.96264957,29.42935137,-0.00000000,380.77610889,182.26535338,182.26535338,0.00000000,0.00000000,0.90116565,0.09883435,0.09883435,0.00000000,0.00000000
150,1.77000000,35.03870351,-12.01349745,29.59656359,0.00000000,381.41533204,182.96085017,182.96085017,0.00000000,0.00000000,0.90059472,0.09940528,0.09940528,0.00000000,0.00000000
151,1.78000000,35.17347150,-12.06419528,29.76377582,0.00000000,382.05171577,183.65414577,183.65414577,0.00000000,0.00000000,0.90002523,0.09997477,0.09997477,0.00000000,0.00000000
152,1.79000000,35.30783616,-12.11474389,29.93098804,0.00000000,382.68528875,184.34525303,184.34525303,0.00000000,0.00000000,0.89945718,0.10054282,0.10054282,0.00000000,0.00000000
153,1.80000000,35.44179947,-12.16514414,30.09820027,0.00000000,383.31607921,185.03418471,185.03418471,0.00000000,0.00000000,0.89889058,0.10110942,0.10110942,0.00000000,0.00000000
154,1.81000000,35.57536340,-12.21539684,30.26541249,-0.00000000,383.94411498,185.72095349,185.72095349,0.00000000,0.00000000,0.89832543,0.10167457,0.10167457,0.00000000,0.00000000
155,1.82000000,35.70852987,-12.26550283,30.43262471,0.00000000,384.56942348,186.40557191,186.40557191,0.00000000,0.00000000,0.89776173,0.10223827,0.10223827,0.00000000,0.00000000
156,1.83000000,35.84130081,-12.31546294,30.59983694,0.00000000,385.19203173,187.08805242,187.08805242,0.00000000,0.00000000,0.89719948,0.10280052,0.10280052,0.00000000,0.00000000
157,1.84000000,35.97367809,-12.36527798,30.76704916,0.00000000,385.81196634,187.76840739,187.76840739,0.00000000,0.00000000,0.89663870,0.10336130,0.10336130,0.00000000,0.00000000
158,1.85000000,36.10566360,-12.41494878,30.93426138,0.00000000,386.42925358,188.44664905,188.44664905,0.00000000,0.00000000,0.89607937,0.10392063,0.10392063,0.00000000,0.00000000
159,1.86000000,36.23725917,-12.46447616,31.10147361,-0.00000000,387.04391928,189.12278957,189.12278957,0.00000000,0.00000000,0.89552151,0.10447849,0.10447849,0.00000000,0.00000000
160,1.87000000,36.36846663,-12.51386092,31.26868583,0.00000000,387.65598896,189.79684099,189.79684099,0.00000000,0.00000000,0.89496512,0.10503488,0.10503488,0.00000000,0.00000000
161,1.88000000,36.49928778,-12.56310388,31.43589806,-0.00000000,388.26548775,190.46881528,190.46881528,0.00000000,0.00000000,0.89441019,0.10558981,0.10558981,0.00000000,0.00000000
162,1.89000000,36.62972440,-12.61220584,31.60311028,-0.00000000,388.87244041,191.13872429,191.13872429,0.00000000,0.00000000,0.89385673,0.10614327,0.10614327,0.00000000,0.00000000
163,1.90000000,36.75977825,-12.66116761,31.77032250,0.00000000,389.47687139,191.80657980,191.80657980,0.00000000,0.00000000,0.89330474,0.10669526,0.10669526,0.00000000,0.00000000
164,1.91000000,36.88945107,-12.70998998,31.93753473,0.00000000,390.07880476,192.47239347,192.47239347,0.00000000,0.00000000,0.89275422,0.10724578,0.10724578,0.00000000,0.00000000
165,1.92000000,37.01874458,-12.75867375,32.10474695,0.00000000,390.67826427,193.13617688,193.13617688,0.00000000,0.00000000,0.89220518,0.10779482,0.10779482,0.00000000,0.00000000
166,1.93000000,37.14766047,-12.80721971,32.27195917,0.00000000,391.27527334,193.79794151,193.79794151,0.00000000,0.00000000,0.89165762,0.10834238,0.10834238,0.00000000,0.00000000
167,1.94000000,37.27620043,-12.85562866,32.43917140,0.00000000,391.86985507,194.45769877,194.45769877,0.00000000,0.00000000,0.89111152,0.10888848,0.10888848,0.00000000,0.00000000
168,1.95000000,37.40436613,-12.90390137,32.60638362,0.00000000,392.46203223,195.11545994,195.11545994,0.00000000,0.00000000,0.89056691,0.10943309,0.10943309,0.00000000,0.00000000
169,1.96000000,37.53215919,-12.95203863,32.77359584,-0.00000000,393.05182730,195.77123625,195.77123625,0.00000000,0.00000000,0.89002378,0.10997622,0.10997622,0.00000000,0.00000000
170,1.97000000,37.65958125,-13.00004123,32.94080807,-0.00000000,393.63926243,196.42503882,196.42503882,0.00000000,0.00000000,0.88948212,0.11051788,0.11051788,0.00000000,0.00000000
171,1.98000000,37.78663391,-13.04790992,33.10802029,0.00000000,394.22435947,197.07687868,197.07687868,0.00000000,0.00000000,0.88894195,0.11105805,0.11105805,0.00000000,0.00000000
172,1.99000000,37.91331877,-13.09564549,33.27523252,-0.00000000,394.80714000,197.72676678,197.72676678,0.00000000,0.00000000,0.88840325,0.11159675,0.11159675,0.00000000,0.00000000
173,2.00000000,38.03963738,-13.14324870,33.44244474,-0.00000000,395.38762528,198.37471399,198.37471399,0.00000000,0.00000000,0.88786604,0.11213396,0.11213396,0.00000000,0.00000000
174,2.01000000,38.16559131,-13.19072032,33.60965696,-0.00000000,395.96583631,199.02073107,199.02073107,0.00000000,0.00000000,0.88733031,0.11266969,0.11266969,0.00000000,0.00000000
175,2.02000000,38.29118209,-13.23806111,33.77686919,-0.00000000,396.54179378,199.66482872,199.66482872,0.00000000,0.00000000,0.88679605,0.11320395,0.11320395,0.00000000,0.00000000
176,2.03000000,38.41641125,-13.28527182,33.94408141,-0.00000000,397.11551815,200.30701755,200.30701755,0.00000000,0.00000000,0.88626329,0.11373671,0.11373671,0.00000000,0.00000000
177,2.04000000,38.54128028,-13.33235321,34.11129363,-0.00000000,397.68702956,200.94730809,200.94730809,0.00000000,0.00000000,0.88573200,0.11426800,0.11426800,0.00000000,0.00000000
178,2.05000000,38.66579068,-13.37930603,34.27850586,-0.00000000,398.25634793,201.58571076,201.58571076,0.00000000,0.00000000,0.88520219,0.11479781,0.11479781,0.00000000,0.00000000
179,2.06000000,38.78994391,-13.42613103,34.44571808,0.00000000,398.82349288,202.22223593,202.22223593,0.00000000,0.00000000,0.88467387,0.11532613,0.11532613,0.00000000,0.00000000
180,2.07000000,38.91374144,-13.47282894,34.61293031,0.00000000,399.38848380,202.85689389,202.85689389,0.00000000,0.00000000,0.88414703,0.11585297,0.11585297,0.00000000,0.00000000
181,2.08000000,39.03718470,-13.51940052,34.78014253,-0.00000000,399.95133982,203.48969483,203.48969483,0.00000000,0.00000000,0.88362166,0.11637834,0.11637834,0.00000000,0.00000000
182,2.09000000,39.16027512,-13.56584649,34.94735475,-0.00000000,400.51207982,204.12064887,204.12064887,0.00000000,0.00000000,0.88309778,0.11690222,0.11690222,0.00000000,0.00000000
183,2.10000000,39.28301412,-13.61216759,35.11456698,-0.00000000,401.07072245,204.74976605,204.74976605,0.00000000,0.00000000,0.88257538,0.11742462,0.11742462,0.00000000,0.00000000
184,2.11000000,39.40540309,-13.65836454,35.28177920,0.00000000,401.62728609,205.37705633,205.37705633,0.00000000,0.00000000,0.88205446,0.11794554,0.11794554,0.00000000,0.00000000
185,2.12000000,39.52744341,-13.70443808,35.44899142,0.00000000,402.18178892,206.00252961,206.00252961,0.00000000,0.00000000,0.88153501,0.11846499,0.11846499,0.00000000,0.00000000
186,2.13000000,39.64913646,-13.75038892,35.61620365,0.00000000,402.73424888,206.62619569,206.62619569,0.00000000,0.00000000,0.88101704,0.11898296,0.11898296,0.00000000,0.00000000
187,2.14000000,39.77048358,-13.79621778,35.78341587,0.00000000,403.28468367,207.24806431,207.24806431,0.00000000,0.00000000,0.88050055,0.11949945,0.11949945,0.00000000,0.00000000
188,2.15000000,39.89148612,-13.84192538,35.95062810,-0.00000000,403.83311077,207.86814513,207.86814513,0.00000000,0.00000000,0.87998554,0.12001446,0.12001446,0.00000000,0.00000000
189,2.16000000,40.01214542,-13.88751242,36.11784032,-0.00000000,404.37954745,208.48644774,208.48644774,0.00000000,0.00000000,0.87947200,0.12052800,0.12052800,0.00000000,0.00000000
190,2.17000000,40.13246278,-13.93297963,36.28505254,0.00000000,404.92401076,209.10298164,209.10298164,0.00000000,0.00000000,0.87895993,0.12104007,0.12104007,0.00000000,0.00000000
191,2.18000000,40.25243950,-13.97832769,36.45226477,0.00000000,405.46651754,209.71775628,209.71775628,0.00000000,0.00000000,0.87844934,0.12155066,0.12155066,0.00000000,0.00000000
192,2.19000000,40.37207688,-14.02355731,36.61947699,-0.00000000,406.00708441,210.33078104,210.33078104,0.00000000,0.00000000,0.87794021,0.12205979,0.12205979,0.00000000,0.00000000
193,2.20000000,40.49137620,-14.06866919,36.78668921,0.00000000,406.54572779,210.94206520,210.94206520,0.00000000,0.00000000,0.87743256,0.12256744,0.12256744,0.00000000,0.00000000
194,2.21000000,40.61033871,-14.11366402,36.95390144,0.00000000,407.08246391,211.55161799,211.55161799,0.00000000,0.00000000,0.87692637,0.12307363,0.12307363,0.00000000,0.00000000
195,2.22000000,40.72896568,-14.15854249,37.12111366,-0.00000000,407.61730878,212.15944857,212.15944857,0.00000000,0.00000000,0.87642165,0.12357835,0.12357835,0.00000000,0.00000000
196,2.23000000,40.84725834,-14.20330528,37.28832588,-0.00000000,408.15027824,212.76556604,212.76556604,0.00000000,0.00000000,0.87591840,0.12408160,0.12408160,0.00000000,0.00000000
197,2.24000000,40.96521793,-14.24795309,37.45553811,0.00000000,408.68138791,213.36997940,213.36997940,0.00000000,0.00000000,0.87541661,0.12458339,0.12458339,0.00000000,0.00000000
198,2.25000000,41.08284565,-14.29248658,37.62275033,0.00000000,409.21065324,213.97269761,213.97269761,0.00000000,0.00000000,0.87491628,0.12508372,0.12508372,0.00000000,0.00000000
199,2.26000000,41.20014273,-14.33690644,37.78996256,0.00000000,409.73808949,214.57372956,214.57372956,0.00000000,0.00000000,0.87441741,0.12558259,0.12558259,0.00000000,0.00000000
200,2.27000000,41.31711036,-14.38121334,37.95717478,0.00000000,410.26371172,215.17308407,215.17308407,0.00000000,0.00000000,0.87392000,0.12608000,0.12608000,0.00000000,0.00000000
201,2.28000000,41.43374971,-14.42540795,38.12438700,-0.00000000,410.78753485,215.77076988,215.77076988,0.00000000,0.00000000,0.87342405,0.12657595,0.12657595,0.00000000,0.00000000
202,2.29000000,41.55006197,-14.46949092,38.29159923,0.00000000,411.30957356,216.36679569,216.36679569,0.00000000,0.00000000,0.87292955,0.12707045,0.12707045,0.00000000,0.00000000
203,2.30000000,41.66604830,-14.51346293,38.45881145,0.00000000,411.82984242,216.96117011,216.96117011,0.00000000,0.00000000,0.87243650,0.12756350,0.12756350,0.00000000,0.00000000
204,2.31000000,41.78170985,-14.55732463,38.62602367,0.00000000,412.34835579,217.55390171,217.55390171,0.00000000,0.00000000,0.87194490,0.12805510,0.12805510,0.00000000,0.00000000
205,2.32000000,41.89704776,-14.60107668,38.79323590,0.00000000,412.86512787,218.14499898,218.14499898,0.00000000,0.00000000,0.87145475,0.12854525,0.12854525,0.00000000,0.00000000
206,2.33000000,42.01206318,-14.64471973,38.96044812,-0.00000000,413.38017268,218.73447036,218.73447036,0.00000000,0.00000000,0.87096605,0.12903395,0.12903395,0.00000000,0.00000000
207,2.34000000,42.12675722,-14.68825443,39.12766035,0.00000000,413.89350411,219.32232421,219.32232421,0.00000000,0.00000000,0.87047879,0.12952121,0.12952121,0.00000000,0.00000000
208,2.35000000,42.24113099,-14.73168141,39.29487257,-0.00000000,414.40513585,219.90856885,219.90856885,0.00000000,0.00000000,0.86999298,0.13000702,0.13000702,0.00000000,0.00000000
209,2.36000000,42.35518561,-14.77500133,39.46208479,-0.00000000,414.91508145,220.49321252,220.49321252,0.00000000,0.00000000,0.86950860,0.13049140,0.13049140,0.00000000,0.00000000
210,2.37000000,42.46892216,-14.81821482,39.62929702,-0.00000000,415.42335430,221.07626341,221.07626341,0.00000000,0.00000000,0.86902566,0.13097434,0.13097434,0.00000000,0.00000000
211,2.38000000,42.58234173,-14.86132251,39.79650924,-0.00000000,415.92996764,221.65772965,221.65772965,0.00000000,0.00000000,0.86854415,0.13145585,0.13145585,0.00000000,0.00000000
212,2.39000000,42.69544541,-14.90432504,39.96372146,0.00000000,416.43493454,222.23761931,222.23761931,0.00000000,0.00000000,0.86806408,0.13193592,0.13193592,0.00000000,0.00000000
213,2.40000000,42.80823424,-14.94722304,40.13093369,0.00000000,416.93826796,222.81594040,222.81594040,0.00000000,0.00000000,0.86758544,0.13241456,0.13241456,0.00000000,0.00000000
214,2.41000000,42.92070931,-14.99001712,40.29814591,-0.00000000,417.43998066,223.39270086,223.39270086,0.00000000,0.00000000,0.86710822,0.13289178,0.13289178,0.00000000,0.00000000
215,2.42000000,43.03287164,-15.03270791,40.46535814,0.00000000,417.94008529,223.96790861,223.96790861,0.00000000,0.00000000,0.86663243,0.13336757,0.13336757,0.00000000,0.00000000
216,2.43000000,43.14472230,-15.07529602,40.63257036,-0.00000000,418.43859435,224.54157146,224.54157146,0.00000000,0.00000000,0.86615806,0.13384194,0.13384194,0.00000000,0.00000000
217,2.44000000,43.25626231,-15.11778208,40.79978258,-0.00000000,418.93552019,225.11369721,225.11369721,0.00000000,0.00000000,0.86568511,0.13431489,0.13431489,0.00000000,0.00000000
218,2.45000000,43.36749269,-15.16016668,40.96699481,-0.00000000,419.43087503,225.68429358,225.68429358,0.00000000,0.00000000,0.86521358,0.13478642,0.13478642,0.00000000,0.00000000
219,2.46000000,43.47157239,-15.19151603,41.12078415,-0.01118623,419.80293928,226.12664855,226.12664855,43.76533105,0.00000000,0.86399164,0.13502940,0.13502940,0.00097896,0.00000000
220,2.47000000,43.57581105,-15.22346965,41.27539083,-0.02169133,420.18150775,226.57579054,226.57579054,54.57549048,0.00000000,0.86282372,0.13528566,0.13528566,0.00189062,0.00000000
221,2.48000000,43.67887467,-15.25388906,41.42818543,-0.03370655,420.54279041,227.00694762,227.00694762,63.21309598,0.00000000,0.86156315,0.13551082,0.13551082,0.00292602,0.00000000
222,2.49000000,43.78098987,-15.28312791,41.57959523,-0.04687583,420.89075342,227.42423692,227.42423692,70.55892115,0.00000000,0.86023484,0.13571227,0.13571227,0.00405289,0.00000000
223,2.50000000,43.88229514,-15.31140077,41.72987863,-0.06098382,421.22780615,227.83015830,227.83015830,77.02655591,0.00000000,0.85885393,0.13589449,0.13589449,0.00525158,0.00000000
224,2.51000000,43.98288513,-15.33885325,41.87921045,-0.07588481,421.55558563,228.22640951,228.22640951,82.84899336,0.00000000,0.85743073,0.13606054,0.13606054,0.00650873,0.00000000
225,2.52000000,44.08282922,-15.36559124,42.02771750,-0.09147316,421.87528356,228.61422596,228.61422596,88.17257149,0.00000000,0.85597273,0.13621265,0.13621265,0.00781463,0.00000000
226,2.53000000,44.18218066,-15.39169547,42.17549617,-0.10766852,422.18780943,228.99455014,228.99455014,93.09617790,0.00000000,0.85448564,0.13635251,0.13635251,0.00916185,0.00000000
227,2.54000000,44.28098182,-15.41722968,42.32262237,-0.12440762,422.49388182,229.36812641,229.36812641,97.69026113,0.00000000,0.85297397,0.13648147,0.13648147,0.01054456,0.00000000
228,2.55000000,44.37926733,-15.44224553,42.46915747,-0.14163933,422.79408368,229.73555847,229.73555847,102.00706035,0.00000000,0.85144136,0.13660063,0.13660063,0.01195801,0.00000000
229,2.56000000,44.47706604,-15.46678579,42.61515215,-0.15932141,423.08889799,230.09734632,230.09734632,106.08655000,0.00000000,0.84989083,0.13671088,0.13671088,0.01339829,0.00000000
230,2.57000000,44.57440247,-15.49088647,42.76064898,-0.17741838,423.37873179,230.45391122,230.45391122,109.96010577,0.00000000,0.84832489,0.13681299,0.13681299,0.01486211,0.00000000
231,2.58000000,44.67129770,-15.51457835,42.90568425,-0.19590001,423.66393301,230.80561314,230.80561314,113.65287509,0.00000000,0.84674569,0.13690762,0.13690762,0.01634669,0.00000000
232,2.59000000,44.76777014,-15.53788802,43.05028925,-0.21474021,423.94480265,231.15276341,231.15276341,117.18537061,0.00000000,0.84515507,0.13699532,0.13699532,0.01784961,0.00000000
233,2.60000000,44.86383595,-15.56083871,43.19449124,-0.23391626,424.22160375,231.49563404,231.49563404,120.57457643,0.00000000,0.84355464,0.13707659,0.13707659,0.01936877,0.00000000
234,2.61000000,44.95950952,-15.58345090,43.33831420,-0.25340818,424.49456826,231.83446481,231.83446481,123.83473749,0.00000000,0.84194578,0.13715186,0.13715186,0.02090235,0.00000000
235,2.62000000,45.05480373,-15.60574277,43.48177937,-0.27319828,424.76390228,232.16946876,232.16946876,126.97793615,0.00000000,0.84032974,0.13722153,0.13722153,0.02244873,0.00000000
236,2.63000000,45.14973019,-15.62773058,43.62490571,-0.29327076,425.02979022,232.50083641,232.50083641,130.01452211,0.00000000,0.83870761,0.13728593,0.13728593,0.02400646,0.00000000
237,2.64000000,45.24429941,-15.64942896,43.76771021,-0.31361144,425.29239808,232.82873927,232.82873927,132.95343867,0.00000000,0.83708036,0.13734538,0.13734538,0.02557426,0.00000000
238,2.65000000,45.33852102,-15.67085113,43.91020824,-0.33420752,425.55187609,233.15333249,233.15333249,135.80247437,0.00000000,0.83544887,0.13740016,0.13740016,0.02715097,0.00000000
239,2.66000000,45.43240380,-15.69200914,44.05241373,-0.35504740,425.80836090,233.47475720,233.47475720,138.56845969,0.00000000,0.83381392,0.13745052,0.13745052,0.02873557,0.00000000
240,2.67000000,45.52595588,-15.71291397,44.19433937,-0.37612050,426.06197736,233.79314228,233.79314228,141.25742294,0.00000000,0.83217621,0.13749670,0.13749670,0.03032709,0.00000000
241,2.68000000,45.61918474,-15.73357570,44.33599676,-0.39741715,426.31283997,234.10860592,234.10860592,143.87471501,0.00000000,0.83053639,0.13753891,0.13753891,0.03192470,0.00000000
242,2.69000000,45.71209734,-15.75400360,44.47739658,-0.41892845,426.56105416,234.42125694,234.42125694,146.42511041,0.00000000,0.82889505,0.13757734,0.13757734,0.03352761,0.00000000
243,2.70000000,45.80470016,-15.77420622,44.61854865,-0.44064622,426.80671733,234.73119584,234.73119584,148.91288980,0.00000000,0.82725270,0.13761219,0.13761219,0.03513511,0.00000000
244,2.71000000,45.89699925,-15.79419152,44.75946205,-0.46256289,427.04991975,235.03851573,235.03851573,151.34190794,0.00000000,0.82560985,0.13764360,0.13764360,0.03674655,0.00000000
245,2.72000000,45.98900029,-15.81396684,44.90014520,-0.48467144,427.29074529,235.34330315,235.34330315,153.71565022,0.00000000,0.82396692,0.13767176,0.13767176,0.03836132,0.00000000
246,2.73000000,46.08070859,-15.83353907,45.04060593,-0.50696536,427.52927212,235.64563871,235.64563871,156.03727983,0.00000000,0.82232433,0.13769678,0.13769678,0.03997889,0.00000000
247,2.74000000,46.17212918,-15.85291461,45.18085152,-0.52943856,427.76557328,235.94559772,235.94559772,158.30967761,0.00000000,0.82068245,0.13771882,0.13771882,0.04159873,0.00000000
248,2.75000000,46.26326680,-15.87209948,45.32088880,-0.55208536,427.99971714,236.24325069,236.24325069,160.53547569,0.00000000,0.81904162,0.13773800,0.13773800,0.04322038,0.00000000
249,2.76000000,46.35412591,-15.89109929,45.46072414,-0.57490045,428.23176787,236.53866377,236.53866377,162.71708630,0.00000000,0.81740217,0.13775442,0.13775442,0.04484341,0.00000000
250,2.77000000,46.44471078,-15.90991934,45.60036353,-0.59787884,428.46178581,236.83189916,236.83189916,164.85672633,0.00000000,0.81576437,0.13776822,0.13776822,0.04646741,0.00000000
